Sem,Cod Docente,Sede,Atributo,Calificación
1,D18312,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D18312,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D18312,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18312,TOMAS VALLE,ACTITUD,Desaprobado
1,D18313,ATE,ASISTENCIA,Observado
1,D18313,ATE,PUNTUALIDAD,Desaprobado
1,D18313,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18313,ATE,OBSERVACIÓN,Desaprobado
1,D18313,ATE,CAPACITACIÓN,Desaprobado
1,D18313,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18313,ATE,ACTITUD,Desaprobado
1,D18315,TOMAS VALLE,ASISTENCIA,Aprobado
1,D18315,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18315,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18315,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D18315,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D18315,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18315,TOMAS VALLE,ACTITUD,Desaprobado
1,D18316,SJL,ASISTENCIA,Aprobado
1,D18316,SJL,PUNTUALIDAD,Observado
1,D18316,SJL,TOMA DE ASISTENCIA,Aprobado
1,D18316,SJL,OBSERVACIÓN,Desaprobado
1,D18316,SJL,CAPACITACIÓN,Desaprobado
1,D18316,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D18316,SJL,ACTITUD,Desaprobado
1,D18317,SJL,ASISTENCIA,Aprobado
1,D18317,SJL,PUNTUALIDAD,Observado
1,D18317,SJL,TOMA DE ASISTENCIA,Aprobado
1,D18317,SJL,OBSERVACIÓN,Desaprobado
1,D18317,SJL,CAPACITACIÓN,Desaprobado
1,D18317,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D18317,SJL,ACTITUD,Desaprobado
1,D18318,ATE,ASISTENCIA,Aprobado
1,D18318,ATE,PUNTUALIDAD,Desaprobado
1,D18318,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18318,ATE,OBSERVACIÓN,Desaprobado
1,D18318,ATE,CAPACITACIÓN,Desaprobado
1,D18318,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18318,ATE,ACTITUD,Desaprobado
1,D18321,LIMA CENTRO,ASISTENCIA,Aprobado
1,D18321,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18321,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18321,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D18321,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D18321,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18321,LIMA CENTRO,ACTITUD,Desaprobado
1,D18322,ATE,ASISTENCIA,Aprobado
1,D18322,ATE,PUNTUALIDAD,Desaprobado
1,D18322,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18322,ATE,OBSERVACIÓN,Desaprobado
1,D18322,ATE,CAPACITACIÓN,Desaprobado
1,D18322,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18322,ATE,ACTITUD,Desaprobado
1,D18323,ATE,ASISTENCIA,Desaprobado
1,D18323,ATE,PUNTUALIDAD,Aprobado
1,D18323,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18323,ATE,OBSERVACIÓN,Desaprobado
1,D18323,ATE,CAPACITACIÓN,Desaprobado
1,D18323,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18323,ATE,ACTITUD,Desaprobado
1,D18324,ATE,ASISTENCIA,Observado
1,D18324,ATE,PUNTUALIDAD,Desaprobado
1,D18324,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18324,ATE,OBSERVACIÓN,Desaprobado
1,D18324,ATE,CAPACITACIÓN,Desaprobado
1,D18324,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18324,ATE,ACTITUD,Desaprobado
1,D18329,ATE,ASISTENCIA,Aprobado
1,D18329,ATE,PUNTUALIDAD,Desaprobado
1,D18329,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18329,ATE,OBSERVACIÓN,Desaprobado
1,D18329,ATE,CAPACITACIÓN,Desaprobado
1,D18329,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18329,ATE,ACTITUD,Desaprobado
1,D18330,ATE,ASISTENCIA,Aprobado
1,D18330,ATE,PUNTUALIDAD,Desaprobado
1,D18330,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18330,ATE,OBSERVACIÓN,Desaprobado
1,D18330,ATE,CAPACITACIÓN,Desaprobado
1,D18330,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18330,ATE,ACTITUD,Desaprobado
1,D18331,LIMA CENTRO,ASISTENCIA,Aprobado
1,D18331,LIMA CENTRO,PUNTUALIDAD,Observado
1,D18331,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18331,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D18331,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D18331,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18331,LIMA CENTRO,ACTITUD,Desaprobado
1,D18339,ATE,ASISTENCIA,Aprobado
1,D18339,ATE,PUNTUALIDAD,Observado
1,D18339,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18339,ATE,OBSERVACIÓN,Desaprobado
1,D18339,ATE,CAPACITACIÓN,Desaprobado
1,D18339,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18339,ATE,ACTITUD,Desaprobado
1,D18342,ATE,ASISTENCIA,Aprobado
1,D18342,ATE,PUNTUALIDAD,Desaprobado
1,D18342,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18342,ATE,OBSERVACIÓN,Desaprobado
1,D18342,ATE,CAPACITACIÓN,Desaprobado
1,D18342,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18342,ATE,ACTITUD,Desaprobado
1,D18345,LIMA CENTRO,ASISTENCIA,Observado
1,D18345,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18345,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18345,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D18345,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D18345,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18345,LIMA CENTRO,ACTITUD,Desaprobado
1,D18348,CHICLAYO,ASISTENCIA,Aprobado
1,D18348,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D18348,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D18348,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D18348,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D18348,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18348,CHICLAYO,ACTITUD,Desaprobado
1,D18350,LIMA CENTRO,ASISTENCIA,Desaprobado
1,D18350,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18350,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18350,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D18350,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D18350,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18350,LIMA CENTRO,ACTITUD,Desaprobado
1,D18356,ATE,ASISTENCIA,Observado
1,D18356,ATE,PUNTUALIDAD,Desaprobado
1,D18356,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18356,ATE,OBSERVACIÓN,Desaprobado
1,D18356,ATE,CAPACITACIÓN,Desaprobado
1,D18356,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18356,ATE,ACTITUD,Desaprobado
1,D18357,ATE,ASISTENCIA,Observado
1,D18357,ATE,PUNTUALIDAD,Desaprobado
1,D18357,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18357,ATE,OBSERVACIÓN,Desaprobado
1,D18357,ATE,CAPACITACIÓN,Desaprobado
1,D18357,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18357,ATE,ACTITUD,Desaprobado
1,D18358,TOMAS VALLE,ASISTENCIA,Observado
1,D18358,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18358,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18358,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D18358,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D18358,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18358,TOMAS VALLE,ACTITUD,Desaprobado
1,D18361,ATE,ASISTENCIA,Observado
1,D18361,ATE,PUNTUALIDAD,Desaprobado
1,D18361,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18361,ATE,OBSERVACIÓN,Desaprobado
1,D18361,ATE,CAPACITACIÓN,Desaprobado
1,D18361,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18361,ATE,ACTITUD,Desaprobado
1,D18362,TOMAS VALLE,ASISTENCIA,Aprobado
1,D18362,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18362,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18362,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D18362,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D18362,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18362,TOMAS VALLE,ACTITUD,Desaprobado
1,D18363,TOMAS VALLE,ASISTENCIA,Aprobado
1,D18363,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18363,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18363,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D18363,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D18363,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18363,TOMAS VALLE,ACTITUD,Desaprobado
1,D18364,ATE,ASISTENCIA,Observado
1,D18364,ATE,PUNTUALIDAD,Desaprobado
1,D18364,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18364,ATE,OBSERVACIÓN,Desaprobado
1,D18364,ATE,CAPACITACIÓN,Desaprobado
1,D18364,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18364,ATE,ACTITUD,Desaprobado
1,D19002,ATE,ASISTENCIA,Desaprobado
1,D19002,ATE,PUNTUALIDAD,Desaprobado
1,D19002,ATE,TOMA DE ASISTENCIA,Observado
1,D19002,ATE,OBSERVACIÓN,Desaprobado
1,D19002,ATE,CAPACITACIÓN,Desaprobado
1,D19002,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19002,ATE,ACTITUD,Desaprobado
1,D19003,ATE,ASISTENCIA,Observado
1,D19003,ATE,PUNTUALIDAD,Desaprobado
1,D19003,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19003,ATE,OBSERVACIÓN,Desaprobado
1,D19003,ATE,CAPACITACIÓN,Desaprobado
1,D19003,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19003,ATE,ACTITUD,Desaprobado
1,D19005,LIMA CENTRO,ASISTENCIA,Observado
1,D19005,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19005,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19005,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D19005,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D19005,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19005,LIMA CENTRO,ACTITUD,Desaprobado
1,D19009,SJM,ASISTENCIA,Observado
1,D19009,SJM,PUNTUALIDAD,Desaprobado
1,D19009,SJM,TOMA DE ASISTENCIA,Aprobado
1,D19009,SJM,OBSERVACIÓN,Desaprobado
1,D19009,SJM,CAPACITACIÓN,Desaprobado
1,D19009,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D19009,SJM,ACTITUD,Desaprobado
1,D19010,CHICLAYO,ASISTENCIA,Observado
1,D19010,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D19010,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19010,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19010,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19010,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19010,CHICLAYO,ACTITUD,Desaprobado
1,D19012,CHICLAYO,ASISTENCIA,Aprobado
1,D19012,CHICLAYO,PUNTUALIDAD,Observado
1,D19012,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19012,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19012,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19012,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19012,CHICLAYO,ACTITUD,Desaprobado
1,D19014,CHICLAYO,ASISTENCIA,Observado
1,D19014,CHICLAYO,PUNTUALIDAD,Aprobado
1,D19014,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19014,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19014,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19014,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19014,CHICLAYO,ACTITUD,Desaprobado
1,D19016,CHICLAYO,ASISTENCIA,Aprobado
1,D19016,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D19016,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19016,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19016,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19016,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19016,CHICLAYO,ACTITUD,Desaprobado
1,D19018,CHICLAYO,ASISTENCIA,Observado
1,D19018,CHICLAYO,PUNTUALIDAD,Observado
1,D19018,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19018,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19018,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19018,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19018,CHICLAYO,ACTITUD,Desaprobado
1,D19019,PIURA,ASISTENCIA,Aprobado
1,D19019,PIURA,PUNTUALIDAD,Desaprobado
1,D19019,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D19019,PIURA,OBSERVACIÓN,Desaprobado
1,D19019,PIURA,CAPACITACIÓN,Desaprobado
1,D19019,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D19019,PIURA,ACTITUD,Desaprobado
1,D19020,CHICLAYO,ASISTENCIA,Observado
1,D19020,CHICLAYO,PUNTUALIDAD,Observado
1,D19020,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19020,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19020,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19020,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19020,CHICLAYO,ACTITUD,Desaprobado
1,D19026,SJL,ASISTENCIA,Aprobado
1,D19026,SJL,PUNTUALIDAD,Desaprobado
1,D19026,SJL,TOMA DE ASISTENCIA,Observado
1,D19026,SJL,OBSERVACIÓN,Desaprobado
1,D19026,SJL,CAPACITACIÓN,Desaprobado
1,D19026,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D19026,SJL,ACTITUD,Desaprobado
1,D19032,LIMA CENTRO,ASISTENCIA,Desaprobado
1,D19032,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19032,LIMA CENTRO,TOMA DE ASISTENCIA,Observado
1,D19032,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D19032,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D19032,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19032,LIMA CENTRO,ACTITUD,Desaprobado
1,D19033,ATE,ASISTENCIA,Aprobado
1,D19033,ATE,PUNTUALIDAD,Desaprobado
1,D19033,ATE,TOMA DE ASISTENCIA,Observado
1,D19033,ATE,OBSERVACIÓN,Desaprobado
1,D19033,ATE,CAPACITACIÓN,Desaprobado
1,D19033,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19033,ATE,ACTITUD,Desaprobado
1,D19035,ATE,ASISTENCIA,Aprobado
1,D19035,ATE,PUNTUALIDAD,Desaprobado
1,D19035,ATE,TOMA DE ASISTENCIA,Observado
1,D19035,ATE,OBSERVACIÓN,Desaprobado
1,D19035,ATE,CAPACITACIÓN,Desaprobado
1,D19035,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19035,ATE,ACTITUD,Desaprobado
1,D19036,PIURA,ASISTENCIA,Aprobado
1,D19036,PIURA,PUNTUALIDAD,Desaprobado
1,D19036,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D19036,PIURA,OBSERVACIÓN,Desaprobado
1,D19036,PIURA,CAPACITACIÓN,Desaprobado
1,D19036,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D19036,PIURA,ACTITUD,Desaprobado
1,D19037,WILSON,ASISTENCIA,Aprobado
1,D19037,WILSON,PUNTUALIDAD,Observado
1,D19037,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19037,WILSON,OBSERVACIÓN,Desaprobado
1,D19037,WILSON,CAPACITACIÓN,Desaprobado
1,D19037,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19037,WILSON,ACTITUD,Desaprobado
1,D19038,WILSON,ASISTENCIA,Aprobado
1,D19038,WILSON,PUNTUALIDAD,Desaprobado
1,D19038,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19038,WILSON,OBSERVACIÓN,Desaprobado
1,D19038,WILSON,CAPACITACIÓN,Desaprobado
1,D19038,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19038,WILSON,ACTITUD,Desaprobado
1,D19039,WILSON,ASISTENCIA,Aprobado
1,D19039,WILSON,PUNTUALIDAD,Desaprobado
1,D19039,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19039,WILSON,OBSERVACIÓN,Desaprobado
1,D19039,WILSON,CAPACITACIÓN,Desaprobado
1,D19039,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19039,WILSON,ACTITUD,Desaprobado
1,D19040,WILSON,ASISTENCIA,Aprobado
1,D19040,WILSON,PUNTUALIDAD,Desaprobado
1,D19040,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19040,WILSON,OBSERVACIÓN,Desaprobado
1,D19040,WILSON,CAPACITACIÓN,Desaprobado
1,D19040,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19040,WILSON,ACTITUD,Desaprobado
1,D19041,SJL,ASISTENCIA,Aprobado
1,D19041,SJL,PUNTUALIDAD,Aprobado
1,D19041,SJL,TOMA DE ASISTENCIA,Aprobado
1,D19041,SJL,OBSERVACIÓN,Desaprobado
1,D19041,SJL,CAPACITACIÓN,Desaprobado
1,D19041,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D19041,SJL,ACTITUD,Desaprobado
1,D19042,PIURA,ASISTENCIA,Observado
1,D19042,PIURA,PUNTUALIDAD,Desaprobado
1,D19042,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D19042,PIURA,OBSERVACIÓN,Desaprobado
1,D19042,PIURA,CAPACITACIÓN,Desaprobado
1,D19042,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D19042,PIURA,ACTITUD,Desaprobado
1,D19044,WILSON,ASISTENCIA,Aprobado
1,D19044,WILSON,PUNTUALIDAD,Observado
1,D19044,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19044,WILSON,OBSERVACIÓN,Desaprobado
1,D19044,WILSON,CAPACITACIÓN,Desaprobado
1,D19044,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19044,WILSON,ACTITUD,Desaprobado
1,D19046,CHICLAYO,ASISTENCIA,Aprobado
1,D19046,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D19046,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19046,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19046,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19046,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19046,CHICLAYO,ACTITUD,Desaprobado
1,D19047,ATE,ASISTENCIA,Observado
1,D19047,ATE,PUNTUALIDAD,Desaprobado
1,D19047,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19047,ATE,OBSERVACIÓN,Desaprobado
1,D19047,ATE,CAPACITACIÓN,Desaprobado
1,D19047,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19047,ATE,ACTITUD,Desaprobado
1,D19049,WILSON,ASISTENCIA,Observado
1,D19049,WILSON,PUNTUALIDAD,Desaprobado
1,D19049,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19049,WILSON,OBSERVACIÓN,Desaprobado
1,D19049,WILSON,CAPACITACIÓN,Desaprobado
1,D19049,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19049,WILSON,ACTITUD,Desaprobado
1,D19050,WILSON,ASISTENCIA,Desaprobado
1,D19050,WILSON,PUNTUALIDAD,Desaprobado
1,D19050,WILSON,TOMA DE ASISTENCIA,Observado
1,D19050,WILSON,OBSERVACIÓN,Desaprobado
1,D19050,WILSON,CAPACITACIÓN,Desaprobado
1,D19050,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19050,WILSON,ACTITUD,Desaprobado
1,D19051,CHICLAYO,ASISTENCIA,Observado
1,D19051,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D19051,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19051,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19051,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19051,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19051,CHICLAYO,ACTITUD,Desaprobado
1,D19053,CHICLAYO,ASISTENCIA,Aprobado
1,D19053,CHICLAYO,PUNTUALIDAD,Aprobado
1,D19053,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19053,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D19053,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D19053,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19053,CHICLAYO,ACTITUD,Desaprobado
1,D19054,ATE,ASISTENCIA,Aprobado
1,D19054,ATE,PUNTUALIDAD,Observado
1,D19054,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19054,ATE,OBSERVACIÓN,Desaprobado
1,D19054,ATE,CAPACITACIÓN,Desaprobado
1,D19054,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19054,ATE,ACTITUD,Desaprobado
1,D19055,ATE,ASISTENCIA,Observado
1,D19055,ATE,PUNTUALIDAD,Desaprobado
1,D19055,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19055,ATE,OBSERVACIÓN,Desaprobado
1,D19055,ATE,CAPACITACIÓN,Desaprobado
1,D19055,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19055,ATE,ACTITUD,Desaprobado
1,D19056,ATE,ASISTENCIA,Observado
1,D19056,ATE,PUNTUALIDAD,Desaprobado
1,D19056,ATE,TOMA DE ASISTENCIA,Desaprobado
1,D19056,ATE,OBSERVACIÓN,Desaprobado
1,D19056,ATE,CAPACITACIÓN,Desaprobado
1,D19056,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19056,ATE,ACTITUD,Desaprobado
1,D19057,ATE,ASISTENCIA,Aprobado
1,D19057,ATE,PUNTUALIDAD,Observado
1,D19057,ATE,TOMA DE ASISTENCIA,Observado
1,D19057,ATE,OBSERVACIÓN,Desaprobado
1,D19057,ATE,CAPACITACIÓN,Desaprobado
1,D19057,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19057,ATE,ACTITUD,Desaprobado
1,D19058,ATE,ASISTENCIA,Observado
1,D19058,ATE,PUNTUALIDAD,Desaprobado
1,D19058,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19058,ATE,OBSERVACIÓN,Desaprobado
1,D19058,ATE,CAPACITACIÓN,Desaprobado
1,D19058,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19058,ATE,ACTITUD,Desaprobado
1,D19059,ATE,ASISTENCIA,Observado
1,D19059,ATE,PUNTUALIDAD,Desaprobado
1,D19059,ATE,TOMA DE ASISTENCIA,Observado
1,D19059,ATE,OBSERVACIÓN,Desaprobado
1,D19059,ATE,CAPACITACIÓN,Desaprobado
1,D19059,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19059,ATE,ACTITUD,Desaprobado
1,D19062,ATE,ASISTENCIA,Aprobado
1,D19062,ATE,PUNTUALIDAD,Desaprobado
1,D19062,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19062,ATE,OBSERVACIÓN,Desaprobado
1,D19062,ATE,CAPACITACIÓN,Desaprobado
1,D19062,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19062,ATE,ACTITUD,Desaprobado
1,D19063,ATE,ASISTENCIA,Observado
1,D19063,ATE,PUNTUALIDAD,Desaprobado
1,D19063,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19063,ATE,OBSERVACIÓN,Desaprobado
1,D19063,ATE,CAPACITACIÓN,Desaprobado
1,D19063,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19063,ATE,ACTITUD,Desaprobado
1,D19064,ATE,ASISTENCIA,Observado
1,D19064,ATE,PUNTUALIDAD,Observado
1,D19064,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19064,ATE,OBSERVACIÓN,Desaprobado
1,D19064,ATE,CAPACITACIÓN,Desaprobado
1,D19064,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19064,ATE,ACTITUD,Desaprobado
1,D19065,ATE,ASISTENCIA,Aprobado
1,D19065,ATE,PUNTUALIDAD,Desaprobado
1,D19065,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19065,ATE,OBSERVACIÓN,Desaprobado
1,D19065,ATE,CAPACITACIÓN,Desaprobado
1,D19065,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19065,ATE,ACTITUD,Desaprobado
1,D19066,ATE,ASISTENCIA,Observado
1,D19066,ATE,PUNTUALIDAD,Desaprobado
1,D19066,ATE,TOMA DE ASISTENCIA,Observado
1,D19066,ATE,OBSERVACIÓN,Desaprobado
1,D19066,ATE,CAPACITACIÓN,Desaprobado
1,D19066,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19066,ATE,ACTITUD,Desaprobado
1,D19068,ATE,ASISTENCIA,Observado
1,D19068,ATE,PUNTUALIDAD,Desaprobado
1,D19068,ATE,TOMA DE ASISTENCIA,Desaprobado
1,D19068,ATE,OBSERVACIÓN,Desaprobado
1,D19068,ATE,CAPACITACIÓN,Desaprobado
1,D19068,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19068,ATE,ACTITUD,Desaprobado
1,D19070,SJM,ASISTENCIA,Observado
1,D19070,SJM,PUNTUALIDAD,Desaprobado
1,D19070,SJM,TOMA DE ASISTENCIA,Aprobado
1,D19070,SJM,OBSERVACIÓN,Desaprobado
1,D19070,SJM,CAPACITACIÓN,Desaprobado
1,D19070,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D19070,SJM,ACTITUD,Desaprobado
1,D19071,SJM,ASISTENCIA,Observado
1,D19071,SJM,PUNTUALIDAD,Observado
1,D19071,SJM,TOMA DE ASISTENCIA,Aprobado
