Sem,Cod Docente,Sede,Atributo,Calificacion
1,D18356,ATE,ASISTENCIA,Observado
1,D18356,ATE,PUNTUALIDAD,Desaprobado
1,D18356,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18356,ATE,Observacion,Desaprobado
1,D18356,ATE,Capacitacion,Desaprobado
1,D18356,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18356,ATE,ACTITUD,Desaprobado
1,D18357,ATE,ASISTENCIA,Observado
1,D18357,ATE,PUNTUALIDAD,Desaprobado
1,D18357,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18357,ATE,Observacion,Desaprobado
1,D18357,ATE,Capacitacion,Desaprobado
1,D18357,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18357,ATE,ACTITUD,Desaprobado
1,D18358,TOMAS VALLE,ASISTENCIA,Observado
1,D18358,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18358,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18358,TOMAS VALLE,Observacion,Desaprobado
1,D18358,TOMAS VALLE,Capacitacion,Desaprobado
1,D18358,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18358,TOMAS VALLE,ACTITUD,Desaprobado
1,D18361,ATE,ASISTENCIA,Observado
1,D18361,ATE,PUNTUALIDAD,Desaprobado
1,D18361,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18361,ATE,Observacion,Desaprobado
1,D18361,ATE,Capacitacion,Desaprobado
1,D18361,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18361,ATE,ACTITUD,Desaprobado
1,D18362,TOMAS VALLE,ASISTENCIA,Aprobado
1,D18362,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18362,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18362,TOMAS VALLE,Observacion,Desaprobado
1,D18362,TOMAS VALLE,Capacitacion,Desaprobado
1,D18362,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18362,TOMAS VALLE,ACTITUD,Desaprobado
1,D18363,TOMAS VALLE,ASISTENCIA,Aprobado
1,D18363,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18363,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18363,TOMAS VALLE,Observacion,Desaprobado
1,D18363,TOMAS VALLE,Capacitacion,Desaprobado
1,D18363,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18363,TOMAS VALLE,ACTITUD,Desaprobado
1,D18364,ATE,ASISTENCIA,Observado
1,D18364,ATE,PUNTUALIDAD,Desaprobado
1,D18364,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18364,ATE,Observacion,Desaprobado
1,D18364,ATE,Capacitacion,Desaprobado
1,D18364,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18364,ATE,ACTITUD,Desaprobado
1,D19002,ATE,ASISTENCIA,Desaprobado
1,D19002,ATE,PUNTUALIDAD,Desaprobado
1,D19002,ATE,TOMA DE ASISTENCIA,Observado
1,D19002,ATE,Observacion,Desaprobado
1,D19002,ATE,Capacitacion,Desaprobado
1,D19002,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19002,ATE,ACTITUD,Desaprobado
1,D19003,ATE,ASISTENCIA,Observado
1,D19003,ATE,PUNTUALIDAD,Desaprobado
1,D19003,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19003,ATE,Observacion,Desaprobado
1,D19003,ATE,Capacitacion,Desaprobado
1,D19003,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19003,ATE,ACTITUD,Desaprobado
1,D19005,LIMA CENTRO,ASISTENCIA,Observado
1,D19005,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19005,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19005,LIMA CENTRO,Observacion,Desaprobado
1,D19005,LIMA CENTRO,Capacitacion,Desaprobado
1,D19005,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19005,LIMA CENTRO,ACTITUD,Desaprobado
1,D19009,SJM,ASISTENCIA,Observado
1,D19009,SJM,PUNTUALIDAD,Desaprobado
1,D19009,SJM,TOMA DE ASISTENCIA,Aprobado
1,D19009,SJM,Observacion,Desaprobado
1,D19009,SJM,Capacitacion,Desaprobado
1,D19009,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D19009,SJM,ACTITUD,Desaprobado
1,D19010,CHICLAYO,ASISTENCIA,Observado
1,D19010,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D19010,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19010,CHICLAYO,Observacion,Desaprobado
1,D19010,CHICLAYO,Capacitacion,Desaprobado
1,D19010,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19010,CHICLAYO,ACTITUD,Desaprobado
1,D19012,CHICLAYO,ASISTENCIA,Aprobado
1,D19012,CHICLAYO,PUNTUALIDAD,Observado
1,D19012,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19012,CHICLAYO,Observacion,Desaprobado
1,D19012,CHICLAYO,Capacitacion,Desaprobado
1,D19012,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19012,CHICLAYO,ACTITUD,Desaprobado
1,D19014,CHICLAYO,ASISTENCIA,Observado
1,D19014,CHICLAYO,PUNTUALIDAD,Aprobado
1,D19014,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19014,CHICLAYO,Observacion,Desaprobado
1,D19014,CHICLAYO,Capacitacion,Desaprobado
1,D19014,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19014,CHICLAYO,ACTITUD,Desaprobado
1,D19016,CHICLAYO,ASISTENCIA,Aprobado
1,D19016,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D19016,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19016,CHICLAYO,Observacion,Desaprobado
1,D19016,CHICLAYO,Capacitacion,Desaprobado
1,D19016,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19016,CHICLAYO,ACTITUD,Desaprobado
1,D19018,CHICLAYO,ASISTENCIA,Observado
1,D19018,CHICLAYO,PUNTUALIDAD,Observado
1,D19018,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19018,CHICLAYO,Observacion,Desaprobado
1,D19018,CHICLAYO,Capacitacion,Desaprobado
1,D19018,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19018,CHICLAYO,ACTITUD,Desaprobado
1,D19019,PIURA,ASISTENCIA,Aprobado
1,D19019,PIURA,PUNTUALIDAD,Desaprobado
1,D19019,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D19019,PIURA,Observacion,Desaprobado
1,D19019,PIURA,Capacitacion,Desaprobado
1,D19019,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D19019,PIURA,ACTITUD,Desaprobado
1,D19020,CHICLAYO,ASISTENCIA,Observado
1,D19020,CHICLAYO,PUNTUALIDAD,Observado
1,D19020,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19020,CHICLAYO,Observacion,Desaprobado
1,D19020,CHICLAYO,Capacitacion,Desaprobado
1,D19020,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19020,CHICLAYO,ACTITUD,Desaprobado
1,D19026,SJL,ASISTENCIA,Aprobado
1,D19026,SJL,PUNTUALIDAD,Desaprobado
1,D19026,SJL,TOMA DE ASISTENCIA,Observado
1,D19026,SJL,Observacion,Desaprobado
1,D19026,SJL,Capacitacion,Desaprobado
1,D19026,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D19026,SJL,ACTITUD,Desaprobado
1,D19032,LIMA CENTRO,ASISTENCIA,Desaprobado
1,D19032,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19032,LIMA CENTRO,TOMA DE ASISTENCIA,Observado
1,D19032,LIMA CENTRO,Observacion,Desaprobado
1,D19032,LIMA CENTRO,Capacitacion,Desaprobado
1,D19032,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19032,LIMA CENTRO,ACTITUD,Desaprobado
1,D19033,ATE,ASISTENCIA,Aprobado
1,D19033,ATE,PUNTUALIDAD,Desaprobado
1,D19033,ATE,TOMA DE ASISTENCIA,Observado
1,D19033,ATE,Observacion,Desaprobado
1,D19033,ATE,Capacitacion,Desaprobado
1,D19033,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19033,ATE,ACTITUD,Desaprobado
1,D19035,ATE,ASISTENCIA,Aprobado
1,D19035,ATE,PUNTUALIDAD,Desaprobado
1,D19035,ATE,TOMA DE ASISTENCIA,Observado
1,D19035,ATE,Observacion,Desaprobado
1,D19035,ATE,Capacitacion,Desaprobado
1,D19035,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19035,ATE,ACTITUD,Desaprobado
1,D19036,PIURA,ASISTENCIA,Aprobado
1,D19036,PIURA,PUNTUALIDAD,Desaprobado
1,D19036,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D19036,PIURA,Observacion,Desaprobado
1,D19036,PIURA,Capacitacion,Desaprobado
1,D19036,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D19036,PIURA,ACTITUD,Desaprobado
1,D19037,WILSON,ASISTENCIA,Aprobado
1,D19037,WILSON,PUNTUALIDAD,Observado
1,D19037,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19037,WILSON,Observacion,Desaprobado
1,D19037,WILSON,Capacitacion,Desaprobado
1,D19037,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19037,WILSON,ACTITUD,Desaprobado
1,D19038,WILSON,ASISTENCIA,Aprobado
1,D19038,WILSON,PUNTUALIDAD,Desaprobado
1,D19038,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19038,WILSON,Observacion,Desaprobado
1,D19038,WILSON,Capacitacion,Desaprobado
1,D19038,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19038,WILSON,ACTITUD,Desaprobado
1,D19039,WILSON,ASISTENCIA,Aprobado
1,D19039,WILSON,PUNTUALIDAD,Desaprobado
1,D19039,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19039,WILSON,Observacion,Desaprobado
1,D19039,WILSON,Capacitacion,Desaprobado
1,D19039,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19039,WILSON,ACTITUD,Desaprobado
1,D19040,WILSON,ASISTENCIA,Aprobado
1,D19040,WILSON,PUNTUALIDAD,Desaprobado
1,D19040,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19040,WILSON,Observacion,Desaprobado
1,D19040,WILSON,Capacitacion,Desaprobado
1,D19040,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19040,WILSON,ACTITUD,Desaprobado
1,D19041,SJL,ASISTENCIA,Aprobado
1,D19041,SJL,PUNTUALIDAD,Aprobado
1,D19041,SJL,TOMA DE ASISTENCIA,Aprobado
1,D19041,SJL,Observacion,Desaprobado
1,D19041,SJL,Capacitacion,Desaprobado
1,D19041,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D19041,SJL,ACTITUD,Desaprobado
1,D19042,PIURA,ASISTENCIA,Observado
1,D19042,PIURA,PUNTUALIDAD,Desaprobado
1,D19042,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D19042,PIURA,Observacion,Desaprobado
1,D19042,PIURA,Capacitacion,Desaprobado
1,D19042,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D19042,PIURA,ACTITUD,Desaprobado
1,D19044,WILSON,ASISTENCIA,Aprobado
1,D19044,WILSON,PUNTUALIDAD,Observado
1,D19044,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19044,WILSON,Observacion,Desaprobado
1,D19044,WILSON,Capacitacion,Desaprobado
1,D19044,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19044,WILSON,ACTITUD,Desaprobado
1,D19046,CHICLAYO,ASISTENCIA,Aprobado
1,D19046,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D19046,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19046,CHICLAYO,Observacion,Desaprobado
1,D19046,CHICLAYO,Capacitacion,Desaprobado
1,D19046,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19046,CHICLAYO,ACTITUD,Desaprobado
1,D19047,ATE,ASISTENCIA,Observado
1,D19047,ATE,PUNTUALIDAD,Desaprobado
1,D19047,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19047,ATE,Observacion,Desaprobado
1,D19047,ATE,Capacitacion,Desaprobado
1,D19047,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19047,ATE,ACTITUD,Desaprobado
1,D19049,WILSON,ASISTENCIA,Observado
1,D19049,WILSON,PUNTUALIDAD,Desaprobado
1,D19049,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D19049,WILSON,Observacion,Desaprobado
1,D19049,WILSON,Capacitacion,Desaprobado
1,D19049,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19049,WILSON,ACTITUD,Desaprobado
1,D19050,WILSON,ASISTENCIA,Desaprobado
1,D19050,WILSON,PUNTUALIDAD,Desaprobado
1,D19050,WILSON,TOMA DE ASISTENCIA,Observado
1,D19050,WILSON,Observacion,Desaprobado
1,D19050,WILSON,Capacitacion,Desaprobado
1,D19050,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19050,WILSON,ACTITUD,Desaprobado
1,D19051,CHICLAYO,ASISTENCIA,Observado
1,D19051,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D19051,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19051,CHICLAYO,Observacion,Desaprobado
1,D19051,CHICLAYO,Capacitacion,Desaprobado
1,D19051,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19051,CHICLAYO,ACTITUD,Desaprobado
1,D19053,CHICLAYO,ASISTENCIA,Aprobado
1,D19053,CHICLAYO,PUNTUALIDAD,Aprobado
1,D19053,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D19053,CHICLAYO,Observacion,Desaprobado
1,D19053,CHICLAYO,Capacitacion,Desaprobado
1,D19053,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19053,CHICLAYO,ACTITUD,Desaprobado
1,D19054,ATE,ASISTENCIA,Aprobado
1,D19054,ATE,PUNTUALIDAD,Observado
1,D19054,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19054,ATE,Observacion,Desaprobado
1,D19054,ATE,Capacitacion,Desaprobado
1,D19054,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19054,ATE,ACTITUD,Desaprobado
1,D19055,ATE,ASISTENCIA,Observado
1,D19055,ATE,PUNTUALIDAD,Desaprobado
1,D19055,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19055,ATE,Observacion,Desaprobado
1,D19055,ATE,Capacitacion,Desaprobado
1,D19055,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19055,ATE,ACTITUD,Desaprobado
1,D19056,ATE,ASISTENCIA,Observado
1,D19056,ATE,PUNTUALIDAD,Desaprobado
1,D19056,ATE,TOMA DE ASISTENCIA,Desaprobado
1,D19056,ATE,Observacion,Desaprobado
1,D19056,ATE,Capacitacion,Desaprobado
1,D19056,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19056,ATE,ACTITUD,Desaprobado
1,D19057,ATE,ASISTENCIA,Aprobado
1,D19057,ATE,PUNTUALIDAD,Observado
1,D19057,ATE,TOMA DE ASISTENCIA,Observado
1,D19057,ATE,Observacion,Desaprobado
1,D19057,ATE,Capacitacion,Desaprobado
1,D19057,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19057,ATE,ACTITUD,Desaprobado
1,D19058,ATE,ASISTENCIA,Observado
1,D19058,ATE,PUNTUALIDAD,Desaprobado
1,D19058,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19058,ATE,Observacion,Desaprobado
1,D19058,ATE,Capacitacion,Desaprobado
1,D19058,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19058,ATE,ACTITUD,Desaprobado
1,D19059,ATE,ASISTENCIA,Observado
1,D19059,ATE,PUNTUALIDAD,Desaprobado
1,D19059,ATE,TOMA DE ASISTENCIA,Observado
1,D19059,ATE,Observacion,Desaprobado
1,D19059,ATE,Capacitacion,Desaprobado
1,D19059,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19059,ATE,ACTITUD,Desaprobado
1,D19062,ATE,ASISTENCIA,Aprobado
1,D19062,ATE,PUNTUALIDAD,Desaprobado
1,D19062,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19062,ATE,Observacion,Desaprobado
1,D19062,ATE,Capacitacion,Desaprobado
1,D19062,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19062,ATE,ACTITUD,Desaprobado
1,D19063,ATE,ASISTENCIA,Observado
1,D19063,ATE,PUNTUALIDAD,Desaprobado
1,D19063,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19063,ATE,Observacion,Desaprobado
1,D19063,ATE,Capacitacion,Desaprobado
1,D19063,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19063,ATE,ACTITUD,Desaprobado
1,D19064,ATE,ASISTENCIA,Observado
1,D19064,ATE,PUNTUALIDAD,Observado
1,D19064,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19064,ATE,Observacion,Desaprobado
1,D19064,ATE,Capacitacion,Desaprobado
1,D19064,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19064,ATE,ACTITUD,Desaprobado
1,D19065,ATE,ASISTENCIA,Aprobado
1,D19065,ATE,PUNTUALIDAD,Desaprobado
1,D19065,ATE,TOMA DE ASISTENCIA,Aprobado
1,D19065,ATE,Observacion,Desaprobado
1,D19065,ATE,Capacitacion,Desaprobado
1,D19065,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19065,ATE,ACTITUD,Desaprobado
1,D19066,ATE,ASISTENCIA,Observado
1,D19066,ATE,PUNTUALIDAD,Desaprobado
1,D19066,ATE,TOMA DE ASISTENCIA,Observado
1,D19066,ATE,Observacion,Desaprobado
1,D19066,ATE,Capacitacion,Desaprobado
1,D19066,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19066,ATE,ACTITUD,Desaprobado
1,D19068,ATE,ASISTENCIA,Observado
1,D19068,ATE,PUNTUALIDAD,Desaprobado
1,D19068,ATE,TOMA DE ASISTENCIA,Desaprobado
1,D19068,ATE,Observacion,Desaprobado
1,D19068,ATE,Capacitacion,Desaprobado
1,D19068,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19068,ATE,ACTITUD,Desaprobado
1,D19070,SJM,ASISTENCIA,Observado
1,D19070,SJM,PUNTUALIDAD,Desaprobado
1,D19070,SJM,TOMA DE ASISTENCIA,Aprobado
1,D19070,SJM,Observacion,Desaprobado
1,D19070,SJM,Capacitacion,Desaprobado
1,D19070,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D19070,SJM,ACTITUD,Desaprobado
1,D19071,SJM,ASISTENCIA,Observado
1,D19071,SJM,PUNTUALIDAD,Observado
1,D19071,SJM,TOMA DE ASISTENCIA,Aprobado
1,D19071,SJM,Observacion,Desaprobado
1,D19071,SJM,Capacitacion,Desaprobado
1,D19071,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D19071,SJM,ACTITUD,Desaprobado
1,D19072,SJM,ASISTENCIA,Observado
1,D19072,SJM,PUNTUALIDAD,Desaprobado
1,D19072,SJM,TOMA DE ASISTENCIA,Aprobado
1,D19072,SJM,Observacion,Desaprobado
1,D19072,SJM,Capacitacion,Desaprobado
1,D19072,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D19072,SJM,ACTITUD,Desaprobado
1,D19073,LIMA CENTRO,ASISTENCIA,Aprobado
1,D19073,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19073,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19073,LIMA CENTRO,Observacion,Desaprobado
1,D19073,LIMA CENTRO,Capacitacion,Desaprobado
1,D19073,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19073,LIMA CENTRO,ACTITUD,Desaprobado
1,D19075,LIMA CENTRO,ASISTENCIA,Observado
1,D19075,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19075,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19075,LIMA CENTRO,Observacion,Desaprobado
1,D19075,LIMA CENTRO,Capacitacion,Desaprobado
1,D19075,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19075,LIMA CENTRO,ACTITUD,Desaprobado
1,D19077,LIMA CENTRO,ASISTENCIA,Aprobado
1,D19077,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19077,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19077,LIMA CENTRO,Observacion,Desaprobado
1,D19077,LIMA CENTRO,Capacitacion,Desaprobado
1,D19077,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19077,LIMA CENTRO,ACTITUD,Desaprobado
1,D19078,LIMA CENTRO,ASISTENCIA,Aprobado
1,D19078,LIMA CENTRO,PUNTUALIDAD,Observado
1,D19078,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19078,LIMA CENTRO,Observacion,Desaprobado
1,D19078,LIMA CENTRO,Capacitacion,Desaprobado
1,D19078,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19078,LIMA CENTRO,ACTITUD,Desaprobado
1,D19079,LIMA CENTRO,ASISTENCIA,Aprobado
1,D19079,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19079,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19079,LIMA CENTRO,Observacion,Desaprobado
1,D19079,LIMA CENTRO,Capacitacion,Desaprobado
1,D19079,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19079,LIMA CENTRO,ACTITUD,Desaprobado
1,D19080,LIMA CENTRO,ASISTENCIA,Observado
1,D19080,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19080,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19080,LIMA CENTRO,Observacion,Desaprobado
1,D19080,LIMA CENTRO,Capacitacion,Desaprobado
1,D19080,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19080,LIMA CENTRO,ACTITUD,Desaprobado
1,D19081,LIMA CENTRO,ASISTENCIA,Observado
1,D19081,LIMA CENTRO,PUNTUALIDAD,Observado
1,D19081,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19081,LIMA CENTRO,Observacion,Desaprobado
1,D19081,LIMA CENTRO,Capacitacion,Desaprobado
1,D19081,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19081,LIMA CENTRO,ACTITUD,Desaprobado
1,D19082,LIMA CENTRO,ASISTENCIA,Observado
1,D19082,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19082,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19082,LIMA CENTRO,Observacion,Desaprobado
1,D19082,LIMA CENTRO,Capacitacion,Desaprobado
1,D19082,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19082,LIMA CENTRO,ACTITUD,Desaprobado
1,D19084,LIMA CENTRO,ASISTENCIA,Observado
1,D19084,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19084,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19084,LIMA CENTRO,Observacion,Desaprobado
1,D19084,LIMA CENTRO,Capacitacion,Desaprobado
1,D19084,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19084,LIMA CENTRO,ACTITUD,Desaprobado
1,D19085,LIMA CENTRO,ASISTENCIA,Observado
1,D19085,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19085,LIMA CENTRO,TOMA DE ASISTENCIA,Desaprobado
1,D19085,LIMA CENTRO,Observacion,Desaprobado
1,D19085,LIMA CENTRO,Capacitacion,Desaprobado
1,D19085,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19085,LIMA CENTRO,ACTITUD,Desaprobado
1,D19086,LIMA CENTRO,ASISTENCIA,Aprobado
1,D19086,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D19086,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D19086,LIMA CENTRO,Observacion,Desaprobado
1,D19086,LIMA CENTRO,Capacitacion,Desaprobado
1,D19086,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D19086,LIMA CENTRO,ACTITUD,Desaprobado
1,D19089,TOMAS VALLE,ASISTENCIA,Aprobado
1,D19089,TOMAS VALLE,PUNTUALIDAD,Observado
1,D19089,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D19089,TOMAS VALLE,Observacion,Desaprobado
1,D19089,TOMAS VALLE,Capacitacion,Desaprobado
1,D19089,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19089,TOMAS VALLE,ACTITUD,Desaprobado
1,D19090,TOMAS VALLE,ASISTENCIA,Aprobado
1,D19090,TOMAS VALLE,PUNTUALIDAD,Observado
1,D19090,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D19090,TOMAS VALLE,Observacion,Desaprobado
1,D19090,TOMAS VALLE,Capacitacion,Desaprobado
1,D19090,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19090,TOMAS VALLE,ACTITUD,Desaprobado
1,D19091,TOMAS VALLE,ASISTENCIA,Aprobado
1,D19091,TOMAS VALLE,PUNTUALIDAD,Aprobado
1,D19091,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D19091,TOMAS VALLE,Observacion,Desaprobado
1,D19091,TOMAS VALLE,Capacitacion,Desaprobado
1,D19091,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19091,TOMAS VALLE,ACTITUD,Desaprobado
1,D19092,TOMAS VALLE,ASISTENCIA,Aprobado
1,D19092,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D19092,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D19092,TOMAS VALLE,Observacion,Desaprobado
1,D19092,TOMAS VALLE,Capacitacion,Desaprobado
1,D19092,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19092,TOMAS VALLE,ACTITUD,Desaprobado
1,D19093,TOMAS VALLE,ASISTENCIA,Aprobado
1,D19093,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D19093,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D19093,TOMAS VALLE,Observacion,Desaprobado
1,D19093,TOMAS VALLE,Capacitacion,Desaprobado
1,D19093,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D19093,TOMAS VALLE,ACTITUD,Desaprobado
1,D19095,WILSON,ASISTENCIA,Aprobado
1,D19095,WILSON,PUNTUALIDAD,Desaprobado
1,D19095,WILSON,TOMA DE ASISTENCIA,Observado
1,D19095,WILSON,Observacion,Desaprobado
1,D19095,WILSON,Capacitacion,Desaprobado
1,D19095,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D19095,WILSON,ACTITUD,Desaprobado
1,D19097,ATE,ASISTENCIA,Observado
1,D19097,ATE,PUNTUALIDAD,Observado
1,D19097,ATE,TOMA DE ASISTENCIA,Observado
1,D19097,ATE,Observacion,Desaprobado
